Text,entities,entity_types,UniNER
"The resource fork was designed to store non-compiled data that would be used by the system 's graphical user interface ( GUI ) , such as localizable text strings , a file 's icon to be used by the Finder or the menus and dialog boxes associated with an application .","['resource fork', 'graphical user interface', 'GUI']","['Operating_System', 'Application', 'Application']","defaultdict(<class 'list'>, {'Operating_System': ['[]'], 'Application': ['[""Finder""]']})"
Halo 5s overall gameplay and multiplayer were well received .,['Halo 5s'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"Hines added that when considering the core concept of the original 2006 Prey was about aliens chasing after the player-character , they felt the name worked well for the game that Arkane had pitched , and claimed they did not have to be beholden to retaining anything else about the original game .",['Prey'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
Oculus maintains a market place for applications for the headsets .,['Oculus'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[""applications""]']})"
"As such , it is intended to provide fully automated analysis , in contrast to the interactive theorem proving techniques commonly used with specification languages similar to Alloy .","['specification languages', 'Alloy']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"In this context , by analogy to the pointer machine model of computation , an algorithm that only uses pointer copying , advancement within the sequence , and equality tests may be called a pointer algorithm .","['pointer machine', 'pointer algorithm']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"Swedish privacy advocate and IT expert Par Strom , while stating in 2007 that the anticipated use of Xenon by the Swedish tax authority Skatteverket would be legal , has also stated that such use would pose dangers to citizen privacy rights — as did the current use at the time of similar spidering software developed internally by the Swedish government .","['Xenon', 'spidering']","['Protocol', 'Application']","defaultdict(<class 'list'>, {'Protocol': ['[]'], 'Application': ['[]']})"
"He must deliver the tapes to Interdisc through a maze of streets , alleyways , and cul-de-sacs , which are laid out and populated by various characters .",['maze'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
is an action role-playing game for the Sega Dreamcast console .,"['action role-playing game', 'Sega Dreamcast']","['Application', 'Operating_System']","defaultdict(<class 'list'>, {'Operating_System': ['[]'], 'Application': ['[]']})"
"In September 2017 , InterSystems announced InterSystems IRIS Data Platform , which , the company said , combines database management capabilities together with interoperability and analytics , as well as technologies such as sharding for performance .","['InterSystems', 'InterSystems', 'database management', 'sharding']","['Application', 'Application', 'Application', 'General_Concept']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[]']})"
"22.42 ( rear height ) 359.10236.251.82kg55012019Intel Core 9th Gen Coffee Lakei7-9850HIntel CM246DDR4-206632 GB ( 2 slots ) Intel UHD 630Option + NVIDIA GeForce MX150Realtek ALC3204 Intel Dual Band Wireless-AC 9560 + Bluetooth 5.0 or AX200IPS , opt .",['NVIDIA GeForce'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"It was released in August 2013 for Windows , PlayStation 3 and Xbox 360 .","['Windows', 'PlayStation 3', 'Xbox 360']","['Application', 'Operating_System', 'Operating_System']","defaultdict(<class 'list'>, {'Operating_System': ['[""Windows""]'], 'Application': ['[]']})"
"In March 2020 , New York State Attorney General Letitia James launched an inquiry into Zoom 's privacy and security practices .",['Zoom'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
Gameplay in Coded Soul revolves around Jay 's exploration of the randomly generated dungeons of Idea .,['Coded Soul'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"Info is a software utility which forms a hypertextual , multipage documentation and help viewer working on a command-line interface .","['Info', 'software utility', 'help viewer', 'command-line interface']","['Protocol', 'Application', 'Protocol', 'Application']","defaultdict(<class 'list'>, {'Protocol': ['[]'], 'Application': ['[]']})"
"However , the LyX project maintains a separate fork of Aspell for Windows and dictionaries , and says "" the LyX project has long solved the Windows packaging problem by forking Aspell. ""","['the LyX project', 'Aspell', 'Windows', 'the LyX project', 'Windows']","['Language', 'Language', 'Application', 'Language', 'Application']","defaultdict(<class 'list'>, {'Language': ['[]'], 'Application': ['[]']})"
"Catalog merchants can accept orders from customers electronically , via the customer 's mobile device .",['mobile device'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"It is in some sense , a strange inversion that BSD Unix , where Joy 's vi codebase began , no longer uses it , and the AT& T-derived Unixes , which in the early days lacked Joy 's editor , are the ones that now use and maintain modified versions of his code .","['BSD Unix', 'vi', 'Unixes']","['Operating_System', 'Application', 'Application']","defaultdict(<class 'list'>, {'Operating_System': ['[""BSD Unix"", ""Unixes""]'], 'Application': ['[]']})"
"is a puzzle video game developed and published by Namco , and the second game in the Mr. Driller series .",['Mr. Driller'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
The protocols needed to build Identity Metasystem components can be used by anyone for any purpose with no licensing cost and interoperable implementations can be built using only publicly available documentation .,['Identity Metasystem'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"The expansive game world was one of their larger selling points , offering 39,000 square kilometers ( 15,000 sq .",['game world'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"There is also a Demo option available on the main menu of Art Academy . The purpose of the Demo is to allow the player/art trainee to try an extra lesson offered in Art Academy , or to wirelessly send the same extra lesson to another local Nintendo DS console via DS Download Play , so that another user can try a demo version of Art Academy .","['Art Academy', 'Art Academy', 'Nintendo DS', 'DS', 'Art Academy']","['Application', 'Application', 'Device', 'Device', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Device': ['[""Nintendo DS""]']})"
Origin is a proprietary computer program for interactive scientific graphing and data analysis .,"['proprietary', 'scientific graphing', 'data analysis']","['Application', 'Application', 'General_Concept']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[]']})"
"Alternatively , procedures can be written whereby students group the commands together and have the actions executed all at once .",['commands'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"The accompanying 1.4 patch also adds colonial regions and new starting nations as well as many other small additions and fixes.Wealth of Nations1.6Expansion29 May 2014Wealth of Nations , named after the book by Adam Smith , includes new mechanisms for trade and merchant republics .",['colonial regions'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
The three episodes of Commander Keen in Invasion of the Vorticons make up one side-scrolling platform video game : most of the game features the player-controlled Commander Keen viewed from the side while moving on a two-dimensional plane .,"['Commander Keen in Invasion of the Vorticons', 'Commander Keen']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
Hidden Runaway is a 2012 hidden object game developed by the Spanish company Pendulo Studios and published by BulkyPix .,"['Hidden Runaway', 'hidden object game']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"See section 2.2 and 2.3 in Ben Shneiderman 's "" Designing the user interface "" ( ) concerning design of the interface .","['user interface', 'interface']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"Despite it arriving late in the GameCube 's life cycle , it provided a late boost to sales , reaffirming Nintendo 's faith in the series .",['GameCube'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
This game has nothing to do with the 1977 Hollywood film Slap Shot ; dealing with international ice hockey teams instead of American minor league ice hockey teams .,"['Slap Shot', 'ice hockey', 'ice hockey']","['Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
Augment uses the following 3D technologies :,['Augment'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"The HTML shown inside the syntax block in each of the conditional comments denotes any block of HTML content , including script .","['HTML', 'conditional comments', 'HTML']","['Language', 'Application', 'Language']","defaultdict(<class 'list'>, {'Language': ['[""HTML""]'], 'Application': ['[]']})"
"Four other Wally Week games were released : Automania , Everyone 's A Wally , Herbert 's Dummy Run , and Three Weeks in Paradise .","[""Everyone 's A Wally"", ""Herbert 's Dummy Run"", 'Three Weeks in Paradise']","['Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
Just Adventure described the title as a worthy successor to Xiama .,['Xiama'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
Box plots may also have lines extending from the boxes ( whiskers ) indicating variability outside the upper and lower quartiles .,['Box plots'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"A small team of "" essentially four "" people – among them first-time level-designer Campbell – created the game , retaining the Cannon Fodder engine .",['Cannon Fodder'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"; ShrinkWrap is the supported deployment mechanism of the Arquillian project JSFUnit Tools & Testing A test framework for JavaServer Faces ( JSF ) applications , with JSFUnit tests running inside a container , which allows access to managed beans , the FacesContext , EL Expressions , the internal JSF components , and the parsed HTML output Tattletale Tools & Testing A tool that produces reports from the JAR files of a Java project or product which can be used to locate components and identify issues regarding dependencies , versions , black listed APIs , OSGi , etc .","['Tools', 'JavaServer Faces', 'EL Expressions', 'Tools', 'JAR files', 'Java', 'OSGi']","['Operating_System', 'Language', 'Language', 'Operating_System', 'Language', 'Language', 'Application']","defaultdict(<class 'list'>, {'Operating_System': ['[]'], 'Language': ['[""Java""]'], 'Application': ['[""JavaServer Faces""]']})"
"cobol-unit-test Enable isolated unit testing of individual paragraphs in COBOL programs , in a standalone environment with no connection to a z/OS system .",['z/OS'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"Owen Linzmayer reviewing the TRS-80 version for Creative Computing wrote , "" The Apple Panic packaging promises voice and sound effects .","['TRS-80', 'Creative Computing', 'Apple Panic']","['Device', 'General_Concept', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[]'], 'Device': ['[]']})"
Google 's text advertisements mimic what the average search result looks like on Google .,"[""Google 's"", 'Google .']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
Borland released Turbo Pascal for Macintosh in 1986 .,"['Turbo Pascal', 'Macintosh']","['Application', 'Device']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Device': ['[]']})"
"A sequel , God of War Ragnarök , was released in November 2022 for the PlayStation 4 and PlayStation 5 to similar acclaim .","['God of War Ragnarök', 'the PlayStation 4', 'PlayStation 5']","['Application', 'Operating_System', 'Device']","defaultdict(<class 'list'>, {'Operating_System': ['[]'], 'Application': ['[]'], 'Device': ['[]']})"
"Beginning with the release of Linux Mint 19 , the KDE edition was officially discontinued ; however , the KDE 17.x and 18.x releases were supported until 2019 and 2021 , respectively .","['Linux Mint', 'KDE', 'KDE']","['Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"It includes 60 new missions and the option to unlock emulations of all 12 Sonic games released for the Game Gear . Additionally , Metal Sonic can be unlocked as a playable character if all 130 emblems are collected .","['Sonic', 'Sonic']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
CHIP and related products are discontinued .,['CHIP'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"On June 25 , 2015 , an installment titled Art Academy : Home Studio or Art Academy : Atelier in PAL regions , was released on the Wii U .","['Art Academy', 'Art Academy', 'the Wii']","['Application', 'Application', 'Operating_System']","defaultdict(<class 'list'>, {'Operating_System': ['[]'], 'Application': ['[]']})"
"The application for Dot Chinese Website domain was submitted to ICANN on April 12 , 2013 .","['Dot Chinese Website', 'ICANN']","['General_Concept', 'Application']","defaultdict(<class 'list'>, {'Application': ['[""Dot Chinese Website domain""]'], 'General_Concept': ['[]']})"
"As of Q3 2022 , Google Cloud Platform is available in 34 regions and 103 zones . A zone is a deployment area for Google Cloud Platform resources within a region .","['Google', 'Google']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"ScarFall - The Royale Combat , is an Indian online multiplayer battle royale game developed by Surat based gaming and IT service provider company XSQUADS Tech Private Ltd .",['ScarFall - The Royale Combat'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"Arneson praised the game 's large size , but concluded that Shōgun was only "" mildly interesting "" and inferior to Zork Zero .","['Shōgun', 'Zork Zero']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
Aedis Eclipse : Generation of Chaos Neveralnd Fantasy PSP Sequel to Generation of Chaos .,"['Aedis Eclipse : Generation of Chaos', 'Generation of Chaos']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"The Gamma ( ru : Гамма ) was a ZX Spectrum 48K clone produced by OKB Processor , Voronezh , in the late 1980s . The ROM was changed from the original machine , with lowercase Latin characters replaced by Cyrillic and Sinclair BASIC messages translated into Russian . Hobbit ( ru : Хоббит ) was a Soviet/Russian 8-bit home computer , based on the Sinclair Research ZX Spectrum hardware architecture . It also featured a CP/M mode , and Forth mode or LOGO mode , with the Forth or LOGO operating environment residing in an on-board ROM chip . The keyboard had Cyrillic characters and the ROM was modified . The Iskra-1085 ( ru : Искра 1085 ) was a ZX Spectrum 48K clone with 64K of RAM . The Julduz ( Юлдуз , meaning "" star "" in Azerbaijani ) was a ZX Spectrum clone aimed at schools , with 64KB of RAM . The Kay 1024 was a Russian clone of the ZX Spectrum , released by NEMO in 1998 .","['ZX Spectrum', 'clone', 'ROM', 'Hobbit', 'ZX Spectrum', 'CP/M', 'Forth', 'LOGO', 'Forth', 'LOGO', 'ROM chip', 'ROM', 'ZX Spectrum', 'clone', 'RAM', 'ZX Spectrum', 'clone', 'at', 'RAM', 'Kay 1024', 'clone', 'ZX Spectrum']","['Operating_System', 'General_Concept', 'Device', 'Device', 'Operating_System', 'Application', 'Application', 'Device', 'Application', 'Device', 'Device', 'Device', 'Operating_System', 'General_Concept', 'Architecture', 'Operating_System', 'General_Concept', 'Operating_System', 'Architecture', 'Device', 'General_Concept', 'Operating_System']","defaultdict(<class 'list'>, {'Operating_System': ['[""CP/M"", ""Forth"", ""LOGO""]'], 'Device': ['[""ROM chip"", ""keyboard""]'], 'Application': ['[]'], 'Architecture': ['[""Sinclair Research""]'], 'General_Concept': ['[]']})"
Google initially tried to do the hardware itself but then a year and a half later they reconsidered their strategy .,['Google'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"An early use of the term "" out-of-core "" as an adjective is in 1962 in reference to devices that are other than the core memory of an IBM 360 .","['out-of-core', 'IBM 360']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"According to the Norton performance comparison website , Norton Internet Security scanned 31 percent faster , was 70 percent lighter , and installed 76 percent faster than the leading anti-virus product .","['Norton Internet Security', 'anti-virus product']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"iPer was probably the first software with a visual approach to hyperlinks , introducing the WYSIWYL interface .","['iPer', 'WYSIWYL']","['Protocol', 'Application']","defaultdict(<class 'list'>, {'Protocol': ['[]'], 'Application': ['[]']})"
"XDrawChem is a free software program for drawing chemical structural formulas , available for Unix and macOS .","['XDrawChem', 'free software', 'Unix', 'macOS']","['Application', 'Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"These apps were mainly developed to display articles and are often used on platforms for which an official Wikipedia app was not formerly available , such as Windows Phone .","['Wikipedia app', 'Windows Phone']","['Application', 'Protocol']","defaultdict(<class 'list'>, {'Protocol': ['[]'], 'Application': ['[""apps""]']})"
"According to a second-hand account heard by Russell while working at DEC , Spacewar !",['Spacewar !'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"Bromcom does not officially support IPv6.Google ChromeWindows47+Mozilla FirefoxWindows46 ( Tested ) Supports IPv6 addresses under Windows using brackets as [IPv6]:portMicrosoft Internet ExplorerWindows11Supports IPv6 addresses under Windows using brackets as [IPv6]:portWindows File ExplorerWindowsTested with Windows 7 – 10 , maybe XPSupports IPv6 addresses in the address field , using \\fe80--abcd-eff0.ipv6-literal.net using dashes instead of colons.Microsoft Exchange ServerWindows2013+Internet ExplorerWindows9+Microsoft SQL ServerWindows2005+Microsoft Windows Server Update ServicesWindows4.0WSUS will work in an IPv6 only network , however Microsoft 's Windows Update servers are only available over IPv4 so either an IPv6 transition mechanism will be needed , or a proxy server.MoshLinux1.2.5 + PuTTYAll0.66 +Sage 200cloudWindowsv2015 and v2016Sage 200 mostly works in an IPv6 environment as it 's based on Microsoft IIS .","['IPv6 addresses', 'Windows', 'IPv6 addresses', 'Windows', 'Windows 7', '10', 'IPv6 addresses', 'dashes', 'Windows', 'IPv6', 'Windows', 'IPv4', 'IPv6 transition mechanism', 'IPv6', 'Microsoft IIS']","['Protocol', 'Application', 'Protocol', 'Application', 'Device', 'Operating_System', 'Protocol', 'Protocol', 'Application', 'Protocol', 'Application', 'Protocol', 'Protocol', 'Protocol', 'Application']","defaultdict(<class 'list'>, {'Protocol': ['[""IPv6"", ""IPv4""]'], 'Operating_System': ['[""Windows"", ""XP"", ""Windows 7"", ""Windows 2013"", ""MoshLinux1.2.5"", ""PuTTY"", ""Sage 200cloud"", ""Windowsv2015"", ""v2016""]'], 'Application': ['[""Google Chrome"", ""Mozilla Firefox"", ""Microsoft Internet Explorer"", ""Windows File Explorer"", ""Microsoft Exchange Server"", ""Microsoft SQL Server"", ""Microsoft Windows Server Update Services"", ""PuTTY"", ""Sage 200cloud"", ""Microsoft IIS""]'], 'Device': ['[]']})"
"Launched in February 2009 , the GyPSii OpenExperience API ( OEx ) is a platform as a service for incorporating location-based social networking functionality , location context , advertising , and user generated content into embedded mobile clients and 3rd party applications .","['GyPSii', 'API', 'platform as a service']","['Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[""mobile clients"", ""3rd party applications""]']})"
"A popular theme engine is Clearlooks , which was the default in GNOME from version 2.12 until the release of GNOME 3 and GNOME Shell .","['Clearlooks', 'GNOME', 'GNOME', 'GNOME']","['Application', 'Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"The eight-bit byte of the System/360 allowed manipulation of lowercase characters without the complex shift sequences of the 1900 . A very small machine with a 6-bit wide mill ( arithmetic unit ) . The 1901 was announced and released after the other members of the initial range , in response to the IBM System/360 Model 20 , and was a great success . Like the 1901 the 1902 performed multiply and divide operations as extracodes . An optional floating point unit , the scientific computing facility , SCF was also available as a super-set of the CCF .","['System/360', 'arithmetic unit', 'IBM System/360 Model 20', 'extracodes', 'floating point']","['Application', 'General_Concept', 'Device', 'Device', 'Algorithm']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[]'], 'Algorithm': ['[]'], 'Device': ['[]']})"
Symmetric . OCFS2 ( Oracle Cluster File System ) from Oracle Corporation .,"['Symmetric', 'OCFS2', 'Oracle Cluster File System', 'Oracle Corporation']","['Algorithm', 'Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Algorithm': ['[]']})"
The primal constraint graph is in fact the primal graph of the constraint hypergraph .,['constraint hypergraph'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"ReCore is an action-adventure and platform video game developed by Comcept and Armature Studio , with assistance from Asobo Studio , and published by Microsoft Studios for Windows and Xbox One .","['ReCore', 'Xbox One']","['Application', 'Device']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Device': ['[]']})"
"COM Express , a computer-on-module ( COM ) form factor , is a highly integrated and compact computer that can be used in a design application much like an integrated circuit component .","['COM Express', 'computer-on-module']","['Device', 'Application']","defaultdict(<class 'list'>, {'Application': ['[""design application""]'], 'Device': ['[]']})"
"It has a 4.3-inch class ( 480×800 ) WVGA ( 16M Colors ) TFT capacitive touchscreen covered by Gorilla Glass , a special crack and scratch resistant material made by Corning with multi-touch input support .","['touchscreen', 'multi-touch']","['Device', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Device': ['[]']})"
"The OpenOffice.org website also listed a large variety of complementary products , including groupware systems .",['groupware'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"Along with Breakout , the magazine noted Arkanoid also has elements of Pong and Space Invaders as well as Pac-Man in its use of power-ups .","['Breakout', 'Arkanoid', 'Pong', 'Space Invaders', 'Pac-Man']","['Application', 'Device', 'Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Device': ['[]']})"
"The Legend of Kyrandia : Book One is a 2D point-and-click adventure game , and the first game in the Fables & Fiends series .","['The Legend of Kyrandia', 'Fables & Fiends']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"Tetris 99 was announced during a Nintendo Direct presentation on February 13 , 2019 , and made available later that day .",['Tetris 99'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"In Sweet Home 3D , furniture can be imported and arranged to create a virtual environment .",['Sweet Home 3D'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[""Sweet Home 3D""]']})"
"Series with new installments in 2011 include Ace Combat , Alice : Madness Returns , Assassin 's Creed , Batman : Arkham , Battlefield , Call of Duty , Call of Juarez , Cities XL , Crysis , Dead Space , Deus Ex , Dragon Age , Driver , Duke Nukem , Dynasty Warriors , The Elder Scrolls , F.E.A.R , Forza Motorsport , Gears of War , Infamous , Killzone , The Legend of Zelda , LittleBigPlanet , Mario Kart , Modern Combat , Mortal Kombat , MX vs. ATV , Need for Speed , Operation Flashpoint , Pokémon , Portal , Rayman , Red Faction , Red Orchestra , Resistance , Saints Row , Star Wars : Knights of the Old Republic , Super Mario , Total War , Tropico , Uncharted , Sonic the Hedgehog , and The Witcher .","['Ace Combat', 'Alice : Madness Returns', ""Assassin 's Creed"", 'Batman : Arkham', 'Call of Duty', 'Cities XL', 'Crysis', 'Dead Space', 'Deus Ex', 'Dragon Age', 'Driver', 'Duke Nukem', 'Dynasty Warriors', 'The Elder Scrolls', 'Gears of War', 'Infamous', 'Killzone', 'The Legend of Zelda', 'LittleBigPlanet', 'Mario Kart', 'Modern Combat', 'Mortal Kombat', 'Need for Speed', 'Operation Flashpoint', 'Portal', 'Rayman', 'Red Orchestra', 'Saints Row', 'Star Wars : Knights of the Old Republic', 'Super Mario', 'Tropico', 'Uncharted', 'Sonic the Hedgehog', 'The Witcher']","['Application', 'Application', 'Application', 'Application', 'Application', 'Protocol', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Device', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Protocol': ['[]'], 'Application': ['[]'], 'Device': ['[]']})"
"THQ Nordic recognized that previous attempts at reviving the series had received a very mixed reception , and Jagged Alliance 3 was designed to cater to the "" hardcore "" fans of the series .",['Jagged Alliance 3'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"Russ Pitts of The Escapist gave it four stars out of five : "" In spite of dated graphics and other technical whizbangery , Crazy Taxi will remind you why you love driving games – and who started that fire .",['Crazy Taxi'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
KernelCare software is a commercial product .,['KernelCare'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"The application 's user interface is centered upon a theater building consisting of several rooms : the ticket booth , where the user is greeted by McZee and then asked to play or create a movie ; the lobby and concession stand ; the theater for watching movies , a projecting room for tutorials for 3D logos and tips , an idea room for movie ideas ( also where the talent book stands ) ; and the studio for movie-making tools .",['McZee'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[""The application \'s user interface""]']})"
At the time it was primarily an XSLT IDE and the very first to feature an XSLT two-way editor and visual XML to XML mapping tool .,"['XSLT', 'IDE', 'XSLT', 'XML', 'XML']","['Application', 'Application', 'Application', 'Protocol', 'Protocol']","defaultdict(<class 'list'>, {'Protocol': ['[]'], 'Application': ['[]']})"
"When combined with the overall style of the game , this led many reviewers to compare Uncharted to summer blockbuster films , with the action and theme of the game drawing comparisons to the Indiana Jones film series and Tomb Raider .","['Uncharted', 'Tomb Raider']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
Portal 2 was nominated for the 2016 Steam Awards by the Steam community and won the award for “ Villain Most In Need Of A Hug ” .,"['Portal 2', 'Steam', 'Steam']","['Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"Current Internet architectural documents observe that NAT is a violation of the end-to-end principle , but that NAT does have a valid role in careful design .",['end-to-end principle'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"If the ball bounces into an area where there are no creeps to hit ( such as behind a fallen apple ) , Mr. Do cannot use it again until he has retrieved it .",['Mr. Do'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
James Noir 's Hollywood Crimes ( known in Europe as James Noir 's Hollywood Crimes 3D ) is a puzzle game developed by Ubisoft for the Nintendo 3DS and iOS .,"[""James Noir 's Hollywood Crimes"", ""James Noir 's Hollywood Crimes"", 'Nintendo 3DS', 'iOS']","['Application', 'Application', 'Operating_System', 'Application']","defaultdict(<class 'list'>, {'Operating_System': ['[""iOS""]'], 'Application': ['[]']})"
"She has married and divorced Taizo Hori ( better known as Dig Dug , the protagonist of the 1982 arcade game of the same name ) and they have three children , Susumu Hori ( who is the main character of Mr. Driller ) , Ataru Hori , and Taiyo Toby .","['Taizo Hori', 'Dig Dug', 'arcade', 'Mr. Driller']","['Application', 'Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"xserver-xorg-input-joystick is the input module for the X.Org server to handle classic joysticks and gamepads , which is not meant for playing games under X , but to control the cursor with a joystick or gamepad . XWayland is a series of patches over the X.Org server codebase that implement an X server running upon the Wayland protocol .","['X', 'XWayland', 'X', 'Wayland']","['Operating_System', 'Application', 'Operating_System', 'Language']","defaultdict(<class 'list'>, {'Operating_System': ['[""X""]'], 'Language': ['[]'], 'Application': ['[]']})"
